Unnamed: 0,name,full_name,description,forks_count,stargazers_count,watchers_count,open_issues_count
386,cloog,src-openeuler/cloog,CLooG is a software which generates loops for scanning Z-polyhedra.,1,0,10,0
7235,the_silver_searcher,src-openeuler/the_silver_searcher,"A code searching tool similar to ack, with a focus on speed",1,0,10,1
446,cpuid,src-openeuler/cpuid,Get CPU information,2,0,10,5
441,cpp-httplib,src-openeuler/cpp-httplib,A C++ header-only HTTP/HTTPS server and client library,2,0,10,3
258,bcrypt,src-openeuler/bcrypt,cross platform file encryption utility,1,0,10,1
2429,memtester,src-openeuler/memtester,userspace utility for testing the memory subsystem for faults,2,0,10,2
7248,tig,src-openeuler/tig,Tig is an ncurses-based text-mode interface for git and it functions mainly as a Git repository browser.,1,0,10,0
438,courier-unicode,src-openeuler/courier-unicode,A library implementing algorithms related to the Unicode Standard,2,0,10,0
408,colm,src-openeuler/colm,a programming language designed for the analysis and transformation of computer languages,3,0,10,2
105,antlr,src-openeuler/antlr,,3,0,10,1
7188,teckit,src-openeuler/teckit,,3,0,10,0
7364,unixbench,src-openeuler/unixbench,BYTE UNIX benchmark suite,3,0,10,4
2067,libnetwork,src-openeuler/libnetwork,,2,0,10,0
435,coro-mock,src-openeuler/coro-mock,A mock library for compiling JVM coroutine-using code on JVMs without coroutines,2,0,10,0
2427,memleax,src-openeuler/memleax,Memory lead detection tool,2,0,10,2
412,colordiff,src-openeuler/colordiff,colordiff — a tool to colorize diff output,3,0,10,4
100,ansible,src-openeuler/ansible,system management system,5,0,10,6
385,cloc,src-openeuler/cloc,Program line caculation tools,4,0,10,1
2160,libuninameslist,src-openeuler/libuninameslist,,0,0,10,0
420,concurrent-trees,src-openeuler/concurrent-trees,Concurrent Trees for Java,1,0,10,0
7587,xom,src-openeuler/xom,XML Object Model,1,0,10,0
2535,mysql-connector-java,src-openeuler/mysql-connector-java,Official JDBC driver for MySQL,2,0,10,0
465,ct-ng,src-openeuler/ct-ng,Crosstool-NG is a versatile (cross) toolchain generator. It supports many architectures and components and has a simple yet powerful menuconfig-style interface.,0,0,10,2
7163,systemd-bootchart,src-openeuler/systemd-bootchart,Boot performance graphing tool,2,0,10,0
2588,nmon,src-openeuler/nmon,performance monitor tool,2,0,10,0
7126,stress-ng,src-openeuler/stress-ng,the next stress,0,0,10,1
7124,stratovirt,src-openeuler/stratovirt,"StratoVirt is an opensource VMM(Virtual Machine Manager) which aims to perform next generation virtualization.StratoVirt is based on Rust programming language.StratoVirt is lightweight, efficient and safe.It also has features like Full Secen Support and Modules Flexible Splitting.",3,5,10,1
7637,ykpers,src-openeuler/ykpers,The package contains a library and command line tool used to personalize yubikey,3,0,10,2
264,beust-jcommander,src-openeuler/beust-jcommander,,1,0,10,0
7117,stax-ex,src-openeuler/stax-ex,This project develops a few extensions to complement JSR-173 StAX API in the following area.,2,0,10,1
7100,sqlite-jdbc,src-openeuler/sqlite-jdbc,SQLite JDBC library,2,0,10,0
7369,uom-se,src-openeuler/uom-se,Unit of Measurement implementation for Java SE 8,1,0,10,3
13,GAPP,src-openeuler/GAPP,A Fast Profiler for Detecing Serialization Bottlenecks in Parallel Linux Application,1,0,10,1
12,FAudio,src-openeuler/FAudio,FNA is a reimplementation of the Microsoft XNA Game Studio 4.0 Refresh libraries.,2,0,10,1
7650,zeromq,src-openeuler/zeromq,"Software library for fast, message-based applications.",1,0,10,0
7086,spirv-tools,src-openeuler/spirv-tools,API and commands for processing SPIR-V modules.,2,0,10,0
7085,spirv-headers,src-openeuler/spirv-headers,Header files from the SPIR-V registry.,2,0,10,0
2019,libkeepalive,src-openeuler/libkeepalive,Enable TCP keepalive in dynamic binaries,1,0,10,0
7378,uriparser,src-openeuler/uriparser,URI parsing library - RFC 3986.,0,0,10,0
2378,maven-osgi,src-openeuler/maven-osgi,Library for Maven-OSGi integration,2,0,10,1
7127,stringtemplate,src-openeuler/stringtemplate,A Java template engine,1,0,10,0
259,bea-stax,src-openeuler/bea-stax,Streaming API of XML,1,0,10,0
37,PEGTL,src-openeuler/PEGTL,Parsing Expression Grammar Template Library,4,0,10,1
472,curator,src-openeuler/curator,A set of Java libraries that make using Apache ZooKeeper much easier,1,0,10,1
74,adb-enhanced,src-openeuler/adb-enhanced,ADB-Enhanced is a Swiss-army knife for Android testing and development.,1,0,10,1
459,cryptacular,src-openeuler/cryptacular,Java Library that complement to the Bouncy Castle crypto API,2,0,10,0
2051,libmodplug,src-openeuler/libmodplug,,2,0,10,0
464,csmith,src-openeuler/csmith,Csmith is a tool that can generate random C programs that statically and dynamically conform to the C99 standard. ,0,0,10,0
374,ck,src-openeuler/ck,Concurrency programming lib,3,0,10,0
7153,sysget,src-openeuler/sysget,One package manager to rule them all,3,0,10,3
7150,sysbench,src-openeuler/sysbench,Scriptable database and system performance benchmark,1,0,10,3
492,dbus-cpp,src-openeuler/dbus-cpp,,1,0,10,1
474,curvesapi,src-openeuler/curvesapi,Java implementation of various mathematical curves,2,0,10,0
2418,mdb,src-openeuler/mdb,modular debugger,1,0,10,0
51,SuperLU,src-openeuler/SuperLU,Subroutines to solve sparse linear systems.,0,0,10,0
50,SDL_sound,src-openeuler/SDL_sound,,1,0,10,1
45,R-knitr,src-openeuler/R-knitr,A General-Purpose Package for Dynamic Report Generation in R,1,0,10,1
2950,nodejsporter,src-openeuler/nodejsporter,A rpm packager bot for nodejs modules from npmjs.org,2,0,10,2
117,apache-commons-collections4,src-openeuler/apache-commons-collections4,Extension of the Java Collections Framework,2,0,10,1
306,bullet,src-openeuler/bullet,,2,0,10,0
2569,netperf,src-openeuler/netperf,A network performance benchmark testing tool,3,0,10,0
324,caffeine,src-openeuler/caffeine,"High performance, near optimal caching library based on Java 8",3,0,10,1
219,auto,src-openeuler/auto,Collection of source code generators for Java,2,0,10,1
299,bsf,src-openeuler/bsf,,3,0,10,1
161,apiviz,src-openeuler/apiviz,APIviz is a JavaDoc doclet to generate class and package diagrams,1,0,10,1
7465,wpebackend-fdo,src-openeuler/wpebackend-fdo,A WPE backend designed for Linux desktop systems,1,0,10,0
298,brpc,src-openeuler/brpc,An industrial-grade RPC framework used throughout Baidu,1,0,10,4
7297,tslib,src-openeuler/tslib,,0,0,10,0
7469,ws-commons-util,src-openeuler/ws-commons-util,Common utilities from the Apache Web Services Project,1,0,10,0
155,apache-sshd,src-openeuler/apache-sshd,Apache SSHD,1,0,10,0
305,buildroot,src-openeuler/buildroot,"Buildroot is a simple, efficient and easy-to-use tool to generate embedded Linux systems through cross-compilation.",1,0,10,2
2492,morphia,src-openeuler/morphia,A type-safe Java library for MongoDB,1,0,10,0
2117,libselinux,src-openeuler/libselinux,,9,1,10,0
7402,vconfig,src-openeuler/vconfig,,4,0,10,0
329,cal10n,src-openeuler/cal10n,Compiler assisted localization library (CAL10N),2,0,10,1
151,apache-poi,src-openeuler/apache-poi,The Java API for Microsoft Documents,3,0,10,0
2111,librpcsecgss,src-openeuler/librpcsecgss,secure rpc communication by secgss protocol,1,0,10,2
242,bam,src-openeuler/bam,Bam is a fast and flexible build system,1,0,10,2
2131,libspatialite,src-openeuler/libspatialite,Enables SQLite to support spatial data.,1,0,10,0
7312,uboot-tools,src-openeuler/uboot-tools,,12,0,10,1
7572,xmlgraphics-commons,src-openeuler/xmlgraphics-commons,,1,0,10,0
179,aries-util,src-openeuler/aries-util,Apache Aries Util,0,0,10,1
2193,libwpg,src-openeuler/libwpg,,0,0,10,0
207,atop,src-openeuler/atop,atop is an interactive monitor to view the load on a Linux system,3,0,10,2
196,asymptote,src-openeuler/asymptote,Descriptive vector graphics language,0,0,10,1
190,asio,src-openeuler/asio,A cross-platform C++ library for network and low-level I/O programming.,1,0,10,0
7419,vkd3d,src-openeuler/vkd3d,D3D12 to Vulkan translation library.,2,0,10,0
7438,webbench,src-openeuler/webbench,simple tool for benchmarking WWW or proxy servers,2,0,10,3
182,armadillo,src-openeuler/armadillo,Fast C++ matrix library with interfaces to LAPACK and ATLAS.,2,0,10,0
2557,neXtaw,src-openeuler/neXtaw,Modified version of the Athena Widgets with N*XTSTEP appearance,3,0,10,1
2211,libyubikey,src-openeuler/libyubikey,low-level C software development kit for the Yubico YubiKey authentication device,1,0,10,2
178,aries-quiesce-api,src-openeuler/aries-quiesce-api,Apache Aries Quiesce API,1,0,10,0
2516,multitail,src-openeuler/multitail,monitor logfiles and command output in multiple windows,5,0,10,5
2204,libxmlpp,src-openeuler/libxmlpp,,0,0,10,0
7455,wine,src-openeuler/wine,allow Apps developed for Microsoft Windows to run on Unix-like operating systems,1,0,10,1
173,aries-blueprint-api,src-openeuler/aries-blueprint-api,Apache Aries Blueprint API,2,0,10,0
7456,wine-mono,src-openeuler/wine-mono,Windows Mono library required for Wine.,0,0,10,1
7462,woodstox-core,src-openeuler/woodstox-core,High-performance XML processor,2,0,10,0
2110,librevenge,src-openeuler/librevenge,,0,0,10,0
246,base64coder,src-openeuler/base64coder,,1,0,10,1
338,catch1,src-openeuler/catch1,"A modern, C++-native, header-only, framework for unit-tests, TDD and BDD",3,0,10,1
2452,mingw-headers,src-openeuler/mingw-headers,MinGW Windows cross-compiler Win64 header files.,1,0,10,0
2459,minlog,src-openeuler/minlog,,0,0,10,0
2458,minimap2,src-openeuler/minimap2,versatile sequence alignment program that aligns DNA or mRNA sequences,4,0,10,4
356,cglib,src-openeuler/cglib,,2,0,10,0
2093,libpq,src-openeuler/libpq,,1,0,10,0
2456,miniasm,src-openeuler/miniasm,OLC-based de novo assembler for noisy long reads,1,0,10,2
2455,mingw-winpthreads,src-openeuler/mingw-winpthreads,MinGW pthread library.,1,0,10,0
2454,mingw-wine-gecko,src-openeuler/mingw-wine-gecko,Windows Gecko library required for Wine.,1,0,10,0
2451,mingw-gcc,src-openeuler/mingw-gcc,,2,0,10,0
145,apache-log4j-extras,src-openeuler/apache-log4j-extras,Apache Extras Companion for Apache log4j,1,0,10,1
362,chromaprint,src-openeuler/chromaprint,,1,0,10,0
7260,tito,src-openeuler/tito,A tool for managing rpm based git projects,2,0,10,4
2192,libwpe,src-openeuler/libwpe,General-purpose library for the WPE-flavored port of WebKit,2,0,10,0
2449,mingw-crt,src-openeuler/mingw-crt,,2,0,10,0
2448,mingw-binutils,src-openeuler/mingw-binutils,Cross-compiled version of binutils for Win32 and Win64 environments.,1,0,10,0
256,bcel,src-openeuler/bcel,,1,0,10,0
7257,tinyxml,src-openeuler/tinyxml,,2,0,10,0
354,cfitsio,src-openeuler/cfitsio,Library for manipulating FITS data files.,0,0,10,0
127,apache-commons-fileupload,src-openeuler/apache-commons-fileupload,API to work with HTML file upload,1,0,10,0
255,bcc,src-openeuler/bcc,"BCC - Tools for BPF-based Linux IO analysis, networking, monitoring, and more",8,0,10,1
2465,mocha,src-openeuler/mocha,"A simple, flexible, fun test framework for Node.js",1,0,10,0
141,apache-commons-pool2,src-openeuler/apache-commons-pool2,Apache Commons Object Pooling Library 2.x series,2,0,10,1
2482,mokutil,src-openeuler/mokutil,,4,0,10,0
2237,lmbench,src-openeuler/lmbench,Tools for Performance Analysis,10,1,10,2
294,bridge-method-injector,src-openeuler/bridge-method-injector,Evolve Java classes without breaking compatibility,1,0,10,0
136,apache-commons-math,src-openeuler/apache-commons-math,Java library of lightweight mathematics and statistics components,2,0,10,0
2242,log4cplus,src-openeuler/log4cplus,simple logging API by using C++,4,0,10,3
2243,log4cpp,src-openeuler/log4cpp,Log library for C++,3,1,10,4
2563,netcdf,src-openeuler/netcdf,Command-line programs for the NetCDF scientific data format.,1,0,10,0
131,apache-commons-jexl,src-openeuler/apache-commons-jexl,Java Expression Language (JEXL),3,0,10,0
2552,ncdu,src-openeuler/ncdu,a disk usage analyzer with an ncurses interface,2,0,10,4
2466,mock,src-openeuler/mock,Builds packages inside chroots,2,0,10,3
290,bpftrace,src-openeuler/bpftrace,High-level tracing language for Linux eBPF,4,0,10,2
7267,tofrodos,src-openeuler/tofrodos,Converts text files between MSDOS and Unix file formats,1,0,10,0
2566,nethogs,src-openeuler/nethogs,NetHogs is a small net top tool,2,0,10,0
288,bouncycastle,src-openeuler/bouncycastle,,2,0,10,0
2450,mingw-filesystem,src-openeuler/mingw-filesystem,,1,0,10,1
3818,perl-IPC-Cmd,src-openeuler/perl-IPC-Cmd,,2,0,10,0
4802,pkgporter,src-openeuler/pkgporter,"A rpm packager automation bot for perl, python and so on",1,0,10,1
4552,perl-Text-Balanced,src-openeuler/perl-Text-Balanced,,2,0,10,0
3558,perl-Digest-SHA,src-openeuler/perl-Digest-SHA,,2,0,10,0
3554,perl-Digest-MD5,src-openeuler/perl-Digest-MD5,,2,0,10,0
1453,jack-audio-connection-kit,src-openeuler/jack-audio-connection-kit,,3,0,10,0
1451,jBCrypt,src-openeuler/jBCrypt,Strong password hashing for Java,1,0,10,0
4522,perl-Test-Simple,src-openeuler/perl-Test-Simple,,3,0,10,0
1439,isl,src-openeuler/isl,isl is a library for manipulating sets and relations of integer points bounded by linear constraints.,1,0,10,0
4556,perl-Text-Diff,src-openeuler/perl-Text-Diff,,1,0,10,0
5258,python-cpio,src-openeuler/python-cpio,This module provides for accessing cpio archives,3,0,10,0
1432,ipwatchd,src-openeuler/ipwatchd,IPwatchD is a simple daemon that analyses all incoming ARP packets in order to detect IP conflicts on Linux,2,0,10,3
4571,perl-Text-ParseWords,src-openeuler/perl-Text-ParseWords,,4,0,10,0
4595,perl-Thread-Queue,src-openeuler/perl-Thread-Queue,,1,0,10,0
4610,perl-Time-HiRes,src-openeuler/perl-Time-HiRes,,6,0,10,0
4612,perl-Time-Local,src-openeuler/perl-Time-Local,,4,0,10,0
1418,iozone,src-openeuler/iozone,a filesystem benchmark tool,2,0,10,3
4462,perl-Test-Harness,src-openeuler/perl-Test-Harness,,6,0,10,0
4422,perl-TermReadKey,src-openeuler/perl-TermReadKey,,1,0,10,0
4413,perl-Term-Cap,src-openeuler/perl-Term-Cap,,1,0,10,0
3582,perl-Encode,src-openeuler/perl-Encode,,5,0,10,1
1677,junit,src-openeuler/junit,,2,0,10,0
4412,perl-Term-ANSIColor,src-openeuler/perl-Term-ANSIColor,,3,0,10,0
4388,perl-Sys-Syslog,src-openeuler/perl-Sys-Syslog,,3,0,10,0
3585,perl-Encode-Locale,src-openeuler/perl-Encode-Locale,,1,0,10,0
3588,perl-Env,src-openeuler/perl-Env,,1,0,10,0
3592,perl-Error,src-openeuler/perl-Error,,5,0,10,0
3607,perl-Exporter,src-openeuler/perl-Exporter,,3,0,10,0
3612,perl-Exporter-Tiny,src-openeuler/perl-Exporter-Tiny,,3,0,10,0
1473,jakarta-oro,src-openeuler/jakarta-oro,,1,0,10,0
3621,perl-ExtUtils-Install,src-openeuler/perl-ExtUtils-Install,,4,0,10,1
4320,perl-Socket,src-openeuler/perl-Socket,,6,0,10,0
4302,perl-Scalar-List-Utils,src-openeuler/perl-Scalar-List-Utils,,5,0,10,0
3625,perl-ExtUtils-Manifest,src-openeuler/perl-ExtUtils-Manifest,,5,0,10,0
1704,kelbt,src-openeuler/kelbt,Kelbt generates backtracking LALR parsers,1,0,10,4
4641,perl-URI,src-openeuler/perl-URI,,2,0,10,0
4660,perl-Unicode-Collate,src-openeuler/perl-Unicode-Collate,,6,0,10,0
4770,perl-podlators,src-openeuler/perl-podlators,,3,0,10,1
4923,pyporter,src-openeuler/pyporter,A rpm packager bot for python modules from pypi.org,5,0,10,10
3237,perl-Algorithm-Diff,src-openeuler/perl-Algorithm-Diff,,3,0,10,1
3255,perl-Archive-Tar,src-openeuler/perl-Archive-Tar,,5,0,10,0
3260,perl-B-Debug,src-openeuler/perl-B-Debug,,1,0,10,0
4864,portlet-2.0-api,src-openeuler/portlet-2.0-api,Java Portlet Specification V2.0,1,0,10,0
4863,portaudio,src-openeuler/portaudio,,1,0,10,0
4862,portals-pom,src-openeuler/portals-pom,Apache Portals parent pom,2,0,10,1
3320,perl-CPAN-Meta,src-openeuler/perl-CPAN-Meta,,1,0,10,0
3323,perl-CPAN-Meta-YAML,src-openeuler/perl-CPAN-Meta-YAML,,1,0,10,0
4788,physfs,src-openeuler/physfs,,1,0,10,0
4779,perlporter,src-openeuler/perlporter,A rpm packager bot for perl modules from cpan.org,1,0,10,1
4778,perl-version,src-openeuler/perl-version,,3,0,10,0
4776,perl-threads-shared,src-openeuler/perl-threads-shared,,2,0,10,0
4775,perl-threads,src-openeuler/perl-threads,,7,0,10,0
3394,perl-Compress-Raw-Zlib,src-openeuler/perl-Compress-Raw-Zlib,,7,0,10,1
4664,perl-Unicode-Normalize,src-openeuler/perl-Unicode-Normalize,,1,0,10,0
4768,perl-perlfaq,src-openeuler/perl-perlfaq,,2,0,10,0
4767,perl-parent,src-openeuler/perl-parent,,2,0,10,1
4758,perl-libnet,src-openeuler/perl-libnet,,3,0,10,0
3407,perl-Config-Perl-V,src-openeuler/perl-Config-Perl-V,,5,0,10,0
4747,perl-experimental,src-openeuler/perl-experimental,,3,0,10,0
4741,perl-constant,src-openeuler/perl-constant,,1,0,10,0
1383,iftop,src-openeuler/iftop,display bandwidth usage on an interface,1,0,10,5
3463,perl-DBI,src-openeuler/perl-DBI,,5,0,10,0
3479,perl-DB_File,src-openeuler/perl-DB_File,,4,0,10,0
3487,perl-Data-Dumper,src-openeuler/perl-Data-Dumper,,4,0,10,0
4722,perl-XML-Writer,src-openeuler/perl-XML-Writer,,2,0,10,0
1710,keyutils,src-openeuler/keyutils,,5,0,10,1
4704,perl-XML-Parser,src-openeuler/perl-XML-Parser,,3,0,10,1
1403,iniparser,src-openeuler/iniparser,ini file parser,3,0,10,2
3626,perl-ExtUtils-ParseXS,src-openeuler/perl-ExtUtils-ParseXS,,2,0,10,0
4252,perl-Pod-Usage,src-openeuler/perl-Pod-Usage,,3,0,10,0
1658,json-lib,src-openeuler/json-lib,JSON library for Java.,2,0,10,1
3940,perl-Math-BigInt,src-openeuler/perl-Math-BigInt,,3,0,10,0
1540,jboss-jsf-2.1-api,src-openeuler/jboss-jsf-2.1-api,JavaServer Faces 2.1 API,2,0,10,0
4006,perl-Module-Metadata,src-openeuler/perl-Module-Metadata,,2,0,10,0
1543,jboss-jsp-2.3-api,src-openeuler/jboss-jsp-2.3-api,JavaServer Pages 2.3 API (JSP),1,0,10,0
1544,jboss-jstl-1.2-api,src-openeuler/jboss-jstl-1.2-api,JSP Standard Template Library 1.2 API,2,0,10,1
1616,jffi,src-openeuler/jffi,Java Foreign Function Interface,3,0,10,0
1615,jexcelapi,src-openeuler/jexcelapi,"A Java API to read, write and modify Excel spreadsheets",2,0,10,1
4000,perl-Module-Load-Conditional,src-openeuler/perl-Module-Load-Conditional,,3,0,10,0
3999,perl-Module-Load,src-openeuler/perl-Module-Load,,4,0,10,0
3978,perl-Module-CoreList,src-openeuler/perl-Module-CoreList,,5,0,10,0
3717,perl-Getopt-Long,src-openeuler/perl-Getopt-Long,,6,0,10,0
3942,perl-Math-BigRat,src-openeuler/perl-Math-BigRat,,2,0,10,0
3941,perl-Math-BigInt-FastCalc,src-openeuler/perl-Math-BigInt-FastCalc,,7,0,10,0
1608,jetty-parent,src-openeuler/jetty-parent,Jetty parent POM file,2,0,10,0
1562,jboss-servlet-3.1-api,src-openeuler/jboss-servlet-3.1-api,Java Servlet 3.1 API,1,0,10,0
1564,jboss-stdio,src-openeuler/jboss-stdio,JBoss STDIO,2,0,10,0
3694,perl-Filter,src-openeuler/perl-Filter,,4,0,10,0
1570,jboss-websocket-1.0-api,src-openeuler/jboss-websocket-1.0-api,"JSR-356, Java WebSocket 1.0 API",2,0,10,0
3914,perl-MIME-Base64,src-openeuler/perl-MIME-Base64,,2,0,10,0
3890,perl-Locale-Maketext,src-openeuler/perl-Locale-Maketext,,3,0,10,1
3779,perl-HTTP-Tiny,src-openeuler/perl-HTTP-Tiny,,2,0,10,0
1600,jettison,src-openeuler/jettison,A JSON StAX implementation,1,0,10,0
3887,perl-Locale-Codes,src-openeuler/perl-Locale-Codes,,5,0,10,0
1598,jetbrains-annotations,src-openeuler/jetbrains-annotations,IntelliJ IDEA Annotations,1,0,10,1
3796,perl-IO-Compress,src-openeuler/perl-IO-Compress,,9,0,10,0
3882,perl-List-MoreUtils-XS,src-openeuler/perl-List-MoreUtils-XS,,4,0,10,0
3881,perl-List-MoreUtils,src-openeuler/perl-List-MoreUtils,,2,0,10,0
3841,perl-JSON-PP,src-openeuler/perl-JSON-PP,,4,0,10,0
3807,perl-IO-Socket-IP,src-openeuler/perl-IO-Socket-IP,,2,0,10,0
3809,perl-IO-Socket-SSL,src-openeuler/perl-IO-Socket-SSL,,4,0,10,1
3823,perl-IPC-System-Simple,src-openeuler/perl-IPC-System-Simple,,7,0,10,0
3695,perl-Filter-Simple,src-openeuler/perl-Filter-Simple,,2,0,10,0
4010,perl-Module-Pluggable,src-openeuler/perl-Module-Pluggable,Automatically Give your Module the Ability to Have Plugins,2,0,10,0
4245,perl-Pod-Simple,src-openeuler/perl-Pod-Simple,,3,0,10,0
1510,jboss-annotations-1.2-api,src-openeuler/jboss-annotations-1.2-api,Common Annotations 1.2 API,2,0,10,0
4243,perl-Pod-Plainer,src-openeuler/perl-Pod-Plainer,Perl extension for converting modern POD to old-style POD,1,0,10,0
4242,perl-Pod-Perldoc,src-openeuler/perl-Pod-Perldoc,,2,0,10,0
4241,perl-Pod-Parser,src-openeuler/perl-Pod-Parser,,2,0,10,0
1501,javaparser,src-openeuler/javaparser,Java 1 to 9 Parser and Abstract Syntax Tree for Java,2,0,10,0
4234,perl-Pod-Escapes,src-openeuler/perl-Pod-Escapes,,1,0,10,0
3644,perl-File-Fetch,src-openeuler/perl-File-Fetch,,2,0,10,0
1650,js-excanvas,src-openeuler/js-excanvas,Canvas for IE8 and older,1,0,10,1
3654,perl-File-HomeDir,src-openeuler/perl-File-HomeDir,,2,0,10,0
1648,jredis,src-openeuler/jredis,Java Client and Connectors for Redis,3,0,10,3
4227,perl-Pod-Checker,src-openeuler/perl-Pod-Checker,,3,0,10,0
4223,perl-PerlIO-via-QuotedPrint,src-openeuler/perl-PerlIO-via-QuotedPrint,,3,0,10,0
4208,perl-Perl-OSType,src-openeuler/perl-Perl-OSType,,2,0,10,0
1644,jopt-simple,src-openeuler/jopt-simple,A Java command line parser,1,0,10,0
1643,joni,src-openeuler/joni,Java port of Oniguruma regexp library,2,0,10,0
4206,perl-PathTools,src-openeuler/perl-PathTools,,2,0,10,0
1536,jboss-jaxrs-2.0-api,src-openeuler/jboss-jaxrs-2.0-api,"JAX-RS 2.0, The Java API for RESTful Web Services",1,0,10,0
3666,perl-File-Path,src-openeuler/perl-File-Path,,4,0,10,1
1639,joda-convert,src-openeuler/joda-convert,Java library for conversion to and from standard string formats,2,0,10,0
1515,jboss-connector-1.6-api,src-openeuler/jboss-connector-1.6-api,Connector Architecture 1.6 API,2,0,10,0
1637,jnr-unixsocket,src-openeuler/jnr-unixsocket,Unix sockets for Java,2,0,10,0
1636,jnr-posix,src-openeuler/jnr-posix,Java Posix layer,2,0,10,0
1635,jnr-netdb,src-openeuler/jnr-netdb,Network services database access for java,2,0,10,0
1634,jnr-ffi,src-openeuler/jnr-ffi,Java Abstracted Foreign Function Layer,3,0,10,0
1633,jnr-enxio,src-openeuler/jnr-enxio,Unix sockets for Java,2,0,10,0
1632,jnr-constants,src-openeuler/jnr-constants,Java Native Runtime constants,2,0,10,0
4186,perl-Params-Check,src-openeuler/perl-Params-Check,,1,0,10,0
4128,perl-Net-SSLeay,src-openeuler/perl-Net-SSLeay,,3,0,10,0
4105,perl-Net-Daemon,src-openeuler/perl-Net-Daemon,,1,0,10,0
3682,perl-File-Temp,src-openeuler/perl-File-Temp,,7,0,10,0
3686,perl-File-Which,src-openeuler/perl-File-Which,,4,0,10,1
3202,parfait,src-openeuler/parfait,A performance monitoring library for java,1,0,10,3
1953,libffado,src-openeuler/libffado,,2,0,10,0
904,git-lfs,src-openeuler/git-lfs,Git extension for versioning large files,0,0,10,1
6516,pyusb,src-openeuler/pyusb,Python bindings for libusb,2,0,10,0
1907,libcareplus,src-openeuler/libcareplus,"LibcarePlus delivers live patches to any of your Linux executables or libraries at the runtime, without the need for restart of your applications.",9,3,10,3
814,freeimage,src-openeuler/freeimage,"FreeImage is a library project for developers who would like to support popular graphics image formats (PNG, JPEG, TIFF, BMP and others)",7,0,10,3
1983,libgta,src-openeuler/libgta,Library that implements the Generic Tagged Arrays file format.,1,0,10,0
816,freemarker,src-openeuler/freemarker,The Apache FreeMarker Template Engine,3,0,10,0
822,freexl,src-openeuler/freexl,Library to extract data from within an Excel spreadsheet.,0,0,10,0
838,game-music-emu,src-openeuler/game-music-emu,,0,0,10,0
3001,ocaml-findlib,src-openeuler/ocaml-findlib,,1,0,10,0
3002,ocaml-gettext,src-openeuler/ocaml-gettext,,1,0,10,0
631,ecj,src-openeuler/ecj,,1,0,10,0
3003,ocaml-libvirt,src-openeuler/ocaml-libvirt,,1,0,10,0
3006,ocaml-xml-light,src-openeuler/ocaml-xml-light,,0,0,10,0
656,efi-rpm-macros,src-openeuler/efi-rpm-macros,,4,0,10,1
878,geos,src-openeuler/geos,GEOS is a C++ port of the Java Topology Suite.,2,0,10,1
659,efl,src-openeuler/efl,,4,0,10,0
881,geronimo-ejb,src-openeuler/geronimo-ejb,"Java EE, EJB API v3.1",1,0,10,0
884,geronimo-jcache,src-openeuler/geronimo-jcache,Apache Geronimo JCache Spec 1.0,1,0,10,0
658,efivar,src-openeuler/efivar,,4,0,10,0
885,geronimo-jcdi-1.0-api,src-openeuler/geronimo-jcdi-1.0-api,Apache Geronimo Java Contexts and Dependency Injection (JSR-299) Spec API,1,0,10,0
887,geronimo-jpa,src-openeuler/geronimo-jpa,Java persistence API implementation,1,0,10,0
3014,ogdi,src-openeuler/ogdi,Open Geographic Datastore Interface.,0,0,10,0
889,geronimo-osgi-support,src-openeuler/geronimo-osgi-support,OSGI spec bundle support,1,0,10,1
3019,ongres-scram,src-openeuler/ongres-scram,,2,0,10,0
811,fping,src-openeuler/fping,program to send ICMP echo probes to network hosts,3,0,10,2
3000,ocaml-fileutils,src-openeuler/ocaml-fileutils,,2,0,10,0
2999,ocaml-extlib,src-openeuler/ocaml-extlib,,1,0,10,0
785,flatbuffers,src-openeuler/flatbuffers,Memory efficient serialization library,1,0,10,1
675,enca,src-openeuler/enca,an Extremely Naive Charset Analyser,3,0,10,2
6948,rubyporter,src-openeuler/rubyporter,A rpm packager bot for python modules from rubygems.org,1,0,10,1
1980,libgpod,src-openeuler/libgpod,Library to access the contents of an iPod,2,0,10,3
6957,s-tui,src-openeuler/s-tui,S-tui is a CPU resource monitor that uses a terminal based graphical interface to display data and graphs.,5,0,10,1
723,f2fs-tools,src-openeuler/f2fs-tools,f2fs-tools are tools for flash fs,4,0,10,2
2993,ocaml-calendar,src-openeuler/ocaml-calendar,,1,0,10,0
6624,relaxngcc,src-openeuler/relaxngcc,RELAX NG Compiler Compiler,1,0,10,0
6623,relaxngDatatype,src-openeuler/relaxngDatatype,Relaxng Datatype library for Java,1,0,10,0
6619,reflectasm,src-openeuler/reflectasm,,0,0,10,0
735,fcgi,src-openeuler/fcgi,FastCGI development kit,2,0,10,1
1936,libecb,src-openeuler/libecb,The compiler built-ins contains files are delivered by libecb-devel both header and library.,2,0,10,1
2994,ocaml-camlp4,src-openeuler/ocaml-camlp4,,1,0,10,0
1982,libgssglue,src-openeuler/libgssglue,A gss api library,2,0,10,4
1928,libdnf,src-openeuler/libdnf,,9,0,10,0
2995,ocaml-camomile,src-openeuler/ocaml-camomile,,0,0,10,0
2996,ocaml-csv,src-openeuler/ocaml-csv,,1,0,10,0
6587,ranger,src-openeuler/ranger,A VIM-inspired filemanager for the console,1,0,10,4
2997,ocaml-curses,src-openeuler/ocaml-curses,,1,0,10,0
